employee_id,age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled
10037,30,Other,Married,51333.12,Full-time,Midwest,No,2.5,0
10038,60,Male,Single,70416.58,Full-time,South,Yes,1.5,1
10039,39,Male,Married,66660.07,Part-time,Midwest,No,14.1,0
10040,25,Female,Married,73102.28,Full-time,Northeast,No,1.9,0
10041,46,Female,Divorced,49390.08,Full-time,Midwest,Yes,0.0,1
10042,35,Male,Married,94759.31,Full-time,West,Yes,6.9,1
10043,30,Male,Married,47909.78,Full-time,Midwest,No,0.7,0
10044,47,Female,Divorced,55618.86,Full-time,South,No,5.1,0
10045,23,Male,Married,72724.62,Full-time,South,Yes,0.1,1
10046,41,Male,Married,66767.12,Full-time,South,Yes,0.5,1
10047,49,Female,Married,77703.78,Full-time,West,Yes,2.6,1
10048,28,Female,Married,60351.29,Full-time,South,No,0.3,0
10049,29,Female,Married,46598.02,Contract,West,Yes,8.8,0
10050,56,Male,Single,42124.09,Full-time,South,Yes,5.5,1
10051,35,Female,Married,91694.17,Part-time,South,No,1.6,0
10052,38,Female,Married,60455.11,Full-time,South,Yes,3.6,1
10053,57,Female,Divorced,62489.07,Part-time,West,No,5.0,0
10054,61,Female,Divorced,92020.87,Full-time,South,No,5.6,1
10055,25,Male,Married,57618.61,Full-time,West,Yes,2.0,0
10056,23,Male,Married,65363.63,Part-time,West,Yes,9.2,0
10057,27,Male,Single,49511.76,Part-time,West,Yes,11.4,0
10058,63,Male,Married,45315.36,Contract,Midwest,Yes,0.9,0
10059,25,Female,Divorced,93346.65,Part-time,South,No,9.7,0
10060,50,Female,Divorced,93554.51,Full-time,West,Yes,5.0,1
10061,39,Female,Divorced,80315.69,Full-time,Midwest,Yes,8.8,1
10062,47,Female,Single,79812.7,Full-time,Northeast,Yes,2.2,1
10063,55,Male,Divorced,76315.53,Full-time,West,Yes,4.3,1
10064,31,Male,Divorced,53910.54,Part-time,West,Yes,1.1,0
10065,57,Male,Single,69360.93,Full-time,South,No,5.6,1
10066,35,Male,Married,57443.29,Contract,West,Yes,3.5,0
10067,52,Male,Married,26153.72,Full-time,Northeast,Yes,2.6,1
10068,36,Female,Married,81789.05,Full-time,West,No,4.7,1
10069,29,Other,Widowed,73319.75,Full-time,West,No,3.2,0
10070,35,Male,Married,45241.71,Full-time,South,Yes,5.8,1
10071,44,Male,Married,59595.69,Part-time,West,Yes,7.8,0
10072,61,Female,Married,80782.86,Contract,Northeast,Yes,6.4,1
10073,42,Male,Married,66979.1,Full-time,Midwest,Yes,1.5,1
10074,37,Female,Divorced,39518.31,Part-time,South,No,14.9,0
10075,39,Female,Married,46802.18,Full-time,Midwest,Yes,4.2,1
10076,45,Female,Married,92859.26,Contract,Northeast,No,1.6,0
10077,47,Male,Single,65987.9,Full-time,West,No,0.2,1
10078,46,Female,Single,80877.75,Full-time,Midwest,No,17.7,1
10079,62,Male,Married,92575.08,Full-time,South,Yes,3.7,1
10080,50,Female,Divorced,58117.17,Full-time,Midwest,Yes,1.0,1
10081,36,Male,Single,70280.77,Full-time,West,Yes,2.7,1
10082,22,Male,Single,35500.42,Full-time,Midwest,No,2.0,0
10083,46,Female,Single,55894.11,Full-time,Northeast,Yes,12.1,1
10084,28,Female,Married,73636.24,Full-time,West,Yes,2.7,1
10085,30,Female,Widowed,62118.72,Part-time,West,Yes,2.7,0
10086,45,Female,Married,71778.2,Part-time,West,Yes,6.3,1
10087,22,Female,Married,78948.16,Part-time,Northeast,No,2.0,0
10088,29,Male,Married,73403.9,Full-time,South,No,0.9,0
10089,45,Female,Single,69962.34,Full-time,Northeast,No,5.9,1
10090,32,Female,Married,67862.9,Full-time,West,No,9.6,1
10091,38,Female,Married,56476.92,Full-time,West,Yes,0.2,1
10092,29,Female,Married,51144.47,Full-time,Midwest,Yes,7.9,0
10093,56,Male,Divorced,85334.22,Full-time,Northeast,Yes,2.3,1
10094,56,Female,Married,76886.2,Full-time,South,Yes,1.4,1
10095,54,Male,Married,53162.87,Full-time,West,Yes,0.2,1
10096,26,Male,Divorced,65961.4,Full-time,Northeast,No,0.9,0
10097,63,Female,Widowed,44121.61,Contract,West,No,1.6,0
10098,60,Male,Married,57831.59,Contract,South,No,0.3,0
10099,62,Female,Single,73035.55,Full-time,South,Yes,0.8,1
10100,49,Male,Married,68903.06,Full-time,Midwest,Yes,5.3,1
10101,28,Male,Married,66736.61,Contract,Midwest,No,4.6,0
10102,30,Female,Single,51745.75,Contract,Midwest,No,5.9,0
10103,29,Female,Single,48703.25,Part-time,South,Yes,0.7,0
10104,33,Female,Single,79249.78,Full-time,Northeast,Yes,0.2,1
10105,55,Female,Married,90404.1,Full-time,Northeast,Yes,2.5,1
10106,54,Female,Married,73249.4,Full-time,South,No,1.7,1
10107,44,Male,Single,62415.49,Part-time,South,Yes,6.0,1
10108,45,Male,Single,83375.5,Part-time,Northeast,Yes,3.1,1
10109,58,Male,Married,52367.63,Full-time,West,No,10.7,0
10110,56,Female,Single,80795.93,Full-time,Northeast,No,0.3,1
10111,61,Female,Single,56050.71,Full-time,South,Yes,1.8,1
10112,43,Male,Married,56787.21,Part-time,Northeast,Yes,2.1,0
10113,48,Female,Married,60008.13,Part-time,Northeast,No,0.5,0
10114,56,Female,Single,63482.1,Full-time,South,Yes,3.5,1
10115,22,Male,Married,78724.07,Full-time,West,Yes,0.2,1
10116,56,Male,Single,45435.02,Full-time,South,No,5.0,0
10117,58,Female,Married,55933.81,Part-time,Midwest,No,0.2,0
10118,35,Female,Single,68144.74,Part-time,Midwest,Yes,8.3,1
10119,24,Female,Single,73367.38,Full-time,Northeast,No,0.3,0
10120,22,Male,Married,39427.35,Full-time,South,Yes,2.4,0
10121,26,Other,Married,53143.99,Full-time,West,No,0.7,0
10122,47,Male,Single,38769.11,Full-time,Northeast,No,0.6,0
10123,35,Male,Single,54508.1,Full-time,South,No,5.1,0
10124,60,Other,Married,58439.95,Full-time,Northeast,No,6.0,0
10125,48,Male,Married,72541.27,Part-time,Northeast,No,5.4,0
10126,30,Female,Single,30635.28,Part-time,South,No,2.1,0
10127,36,Male,Married,74799.03,Full-time,West,Yes,18.7,1
10128,36,Female,Single,57359.65,Full-time,West,Yes,1.7,1
10129,47,Female,Married,59886.52,Full-time,Midwest,Yes,1.1,1
10130,63,Male,Single,79569.43,Part-time,West,Yes,22.6,1
10131,34,Female,Single,85173.32,Part-time,Midwest,Yes,15.1,1
10132,53,Male,Single,55173.27,Full-time,South,Yes,3.6,1
10133,60,Female,Married,55072.17,Full-time,Northeast,No,0.9,0
10134,53,Male,Married,59686.67,Full-time,Northeast,Yes,1.1,1
10135,25,Male,Married,54998.3,Full-time,West,Yes,2.9,0
10136,51,Male,Single,43473.65,Full-time,Northeast,Yes,6.0,1
10137,58,Male,Single,64528.67,Full-time,South,Yes,0.3,1
10138,44,Female,Married,55100.32,Full-time,West,No,4.7,0
10139,60,Male,Single,66467.84,Full-time,West,Yes,0.4,1
10140,36,Male,Married,90630.37,Part-time,Midwest,Yes,7.4,1
10141,64,Male,Single,63415.26,Full-time,South,No,3.0,1
10142,50,Male,Married,53664.45,Contract,Midwest,Yes,18.3,0
10143,57,Female,Married,60916.65,Full-time,West,Yes,5.6,1
10144,34,Other,Widowed,66930.36,Full-time,Midwest,Yes,2.8,1
10145,53,Male,Single,62518.04,Full-time,South,Yes,0.6,1
10146,28,Female,Single,56557.56,Full-time,Midwest,No,3.1,0
10147,43,Female,Married,40148.92,Full-time,West,Yes,0.5,1
10148,49,Male,Divorced,74505.02,Full-time,Midwest,Yes,9.4,1
10149,23,Female,Widowed,51601.51,Full-time,West,Yes,1.0,0
10150,63,Female,Married,86937.14,Part-time,West,Yes,8.0,1
10151,27,Female,Married,59466.01,Full-time,Midwest,Yes,1.4,0
10152,49,Female,Married,57252.22,Full-time,Northeast,Yes,1.0,1
10153,49,Male,Married,57927.63,Contract,South,Yes,1.5,0
10154,41,Female,Married,67252.86,Part-time,West,No,4.9,0
10155,51,Female,Divorced,52003.68,Full-time,Northeast,No,3.0,0
10156,32,Female,Married,54872.05,Full-time,South,Yes,0.5,1
10157,49,Female,Married,74335.34,Full-time,Northeast,No,0.6,1
10158,46,Male,Married,49734.25,Full-time,Midwest,No,1.9,0
10159,60,Other,Married,73223.42,Full-time,West,No,1.7,1
10160,54,Female,Married,77411.96,Full-time,Northeast,Yes,7.6,1
10161,22,Male,Married,75014.6,Part-time,Northeast,No,3.4,0
10162,48,Male,Single,68504.38,Full-time,South,No,0.8,1
10163,34,Female,Single,37937.41,Full-time,South,No,0.1,0
10164,62,Male,Married,46839.26,Full-time,West,No,0.4,0
10165,24,Male,Married,44669.36,Full-time,Northeast,Yes,4.8,0
10166,60,Male,Single,59324.34,Full-time,West,Yes,7.5,1
10167,27,Male,Married,65468.62,Full-time,South,No,6.1,0
10168,29,Male,Single,47133.77,Full-time,West,Yes,6.2,0
10169,48,Male,Single,62409.84,Contract,Midwest,Yes,1.2,1
10170,30,Male,Widowed,75263.07,Full-time,West,Yes,18.1,1
10171,58,Female,Divorced,50019.11,Full-time,Midwest,No,0.4,0
10172,54,Female,Single,52723.13,Contract,West,Yes,6.9,0
10173,63,Male,Married,82714.39,Contract,West,No,0.4,0
10174,45,Male,Single,51090.5,Full-time,Midwest,No,1.2,0
10175,36,Female,Widowed,70134.13,Contract,South,Yes,2.7,1
10176,53,Male,Single,83588.83,Full-time,West,No,0.2,1
10177,53,Male,Single,47277.59,Full-time,South,Yes,2.0,1
10178,45,Male,Married,48399.77,Full-time,Northeast,Yes,1.7,1
10179,62,Female,Married,61527.78,Full-time,South,No,4.2,1
10180,33,Female,Single,66014.0,Full-time,Northeast,Yes,5.1,1
10181,60,Female,Married,55375.93,Full-time,South,Yes,0.4,1
10182,23,Female,Single,94569.24,Part-time,South,Yes,0.2,0
10183,24,Female,Divorced,73079.4,Full-time,Northeast,No,6.0,0
10184,58,Male,Single,52935.32,Full-time,Midwest,Yes,3.0,1
10185,38,Female,Divorced,44509.88,Full-time,South,Yes,3.1,1
10186,23,Male,Married,64054.96,Contract,Northeast,No,15.8,0
10187,23,Female,Married,71582.57,Part-time,South,Yes,2.3,0
10188,49,Female,Widowed,92606.82,Full-time,South,Yes,0.9,1
10189,44,Female,Widowed,66137.22,Part-time,South,No,4.6,0
10190,58,Male,Married,61356.67,Part-time,South,No,6.8,0
10191,53,Male,Single,50351.41,Contract,West,No,2.8,0
10192,54,Female,Married,70555.74,Full-time,South,No,4.7,1
10193,22,Female,Married,80250.38,Full-time,Northeast,Yes,2.9,1
10194,40,Female,Married,38189.5,Full-time,South,No,2.1,0
10195,23,Male,Married,66120.37,Contract,Northeast,Yes,0.1,0
10196,47,Female,Single,49697.76,Contract,Northeast,Yes,0.8,0
10197,53,Female,Married,44636.65,Part-time,Midwest,Yes,2.6,0
10198,27,Female,Married,90409.77,Full-time,Northeast,No,2.0,0
10199,53,Female,Single,78309.45,Full-time,Northeast,Yes,7.4,1
10200,25,Female,Married,55906.66,Full-time,Midwest,Yes,0.5,0
10201,32,Female,Married,62577.91,Full-time,South,Yes,0.2,1
10202,38,Female,Married,60240.73,Full-time,West,Yes,0.4,1
10203,59,Other,Single,48115.59,Full-time,Midwest,No,4.5,0
10204,45,Male,Married,56887.99,Contract,West,Yes,3.6,0
10205,26,Male,Single,76759.55,Full-time,South,Yes,4.0,1
10206,55,Female,Married,56512.89,Contract,South,No,0.7,0
10207,27,Female,Married,71960.43,Part-time,West,No,2.9,0
10208,43,Female,Married,56629.11,Full-time,West,No,5.8,0
10209,32,Female,Single,47237.03,Full-time,Northeast,Yes,4.6,1
10210,37,Male,Married,82916.09,Contract,South,Yes,2.3,1
10211,54,Female,Widowed,33044.56,Part-time,Midwest,No,0.4,0
10212,30,Female,Single,91774.74,Full-time,Midwest,No,8.2,0
10213,27,Male,Divorced,79969.17,Full-time,South,Yes,3.0,1
10214,37,Male,Married,67740.7,Full-time,West,No,8.8,1
10215,50,Female,Married,58311.81,Full-time,West,Yes,2.3,1
10216,24,Male,Single,59480.93,Full-time,Midwest,Yes,1.1,0
10217,41,Female,Single,68036.94,Part-time,West,Yes,1.5,1
10218,57,Male,Divorced,67771.6,Full-time,Midwest,Yes,2.2,1
10219,40,Female,Single,50612.37,Full-time,Northeast,Yes,3.8,1
10220,47,Female,Single,66016.73,Contract,Northeast,Yes,5.9,1
10221,24,Female,Married,68880.65,Full-time,Northeast,Yes,1.1,1
10222,40,Male,Single,60490.19,Part-time,South,No,0.8,0
10223,41,Female,Married,98587.78,Full-time,West,Yes,0.9,1
10224,53,Male,Married,62990.39,Full-time,Northeast,Yes,10.9,1
10225,28,Male,Divorced,38549.73,Full-time,Midwest,No,0.7,0
10226,62,Other,Married,49845.54,Full-time,Northeast,Yes,1.7,1
10227,54,Female,Single,75552.92,Contract,West,Yes,2.7,1
10228,61,Female,Single,54163.61,Contract,Midwest,No,3.2,0
10229,60,Male,Married,50093.14,Part-time,Northeast,Yes,7.8,0
10230,39,Male,Married,85930.42,Full-time,West,Yes,0.5,1
10231,61,Male,Widowed,67546.82,Part-time,Midwest,Yes,0.5,1
10232,22,Female,Married,55981.72,Full-time,Northeast,No,1.5,0
10233,32,Female,Single,23468.65,Full-time,Northeast,No,2.1,0
10234,49,Female,Divorced,74305.08,Full-time,West,Yes,1.9,1
10235,46,Female,Single,65232.24,Full-time,Northeast,Yes,2.0,1
10236,44,Male,Single,84511.13,Full-time,West,Yes,7.6,1
10237,52,Male,Married,48580.92,Full-time,Northeast,Yes,7.2,1
10238,51,Male,Divorced,59401.35,Full-time,Midwest,Yes,6.5,1
10239,63,Male,Married,69479.29,Full-time,Northeast,No,5.6,1
10240,56,Male,Single,83839.19,Full-time,South,No,0.2,1
10241,28,Female,Single,68877.04,Part-time,Northeast,No,0.6,0
10242,37,Male,Single,54388.4,Full-time,West,No,5.3,0
10243,47,Female,Single,84466.5,Full-time,Northeast,Yes,3.6,1
10244,23,Male,Single,60315.75,Part-time,South,No,4.5,0
10245,22,Other,Married,67700.44,Full-time,Midwest,No,5.0,0
10246,33,Female,Divorced,76260.08,Full-time,South,Yes,9.7,1
10247,26,Female,Single,88447.97,Part-time,Midwest,Yes,4.0,0
10248,58,Male,Single,70533.28,Full-time,South,Yes,1.3,1
10249,53,Female,Married,103809.24,Part-time,South,No,0.3,0
10250,30,Female,Married,63656.78,Full-time,South,No,2.3,0
10251,62,Male,Divorced,69403.49,Full-time,Midwest,No,4.9,1
10252,56,Male,Single,55720.29,Full-time,Northeast,No,1.3,0
10253,40,Male,Single,69838.86,Full-time,West,Yes,0.5,1
10254,37,Female,Married,69457.25,Full-time,Northeast,No,26.7,1
10255,24,Female,Married,80685.54,Full-time,South,No,2.2,0
10256,41,Female,Married,71667.71,Full-time,Midwest,Yes,1.0,1
10257,45,Male,Married,57091.42,Part-time,Midwest,No,0.7,0
10258,54,Male,Single,68846.05,Part-time,Northeast,Yes,7.9,1
10259,45,Female,Married,54914.47,Part-time,Midwest,No,6.9,0
10260,32,Male,Married,73242.41,Full-time,Midwest,Yes,3.8,1
10261,29,Female,Married,56612.53,Full-time,South,No,3.2,0
10262,57,Female,Married,44029.97,Full-time,Midwest,Yes,12.1,1
10263,59,Male,Married,48048.42,Full-time,Midwest,Yes,1.0,1
10264,61,Female,Single,47375.04,Part-time,South,Yes,2.1,0
10265,41,Male,Single,57079.04,Full-time,Northeast,Yes,0.1,1
10266,56,Female,Married,52290.57,Contract,West,Yes,2.2,0
10267,46,Male,Single,64668.42,Part-time,West,Yes,1.9,1
10268,56,Female,Married,59120.5,Part-time,West,No,11.9,0
10269,46,Male,Married,72742.74,Full-time,Northeast,Yes,1.8,1
10270,50,Male,Single,70740.91,Part-time,Midwest,Yes,7.2,1
10271,39,Female,Single,60141.53,Contract,South,No,5.8,0
10272,39,Male,Widowed,83634.78,Part-time,Northeast,No,0.6,0
10273,23,Female,Single,51103.42,Full-time,West,Yes,13.2,0
10274,56,Male,Single,80096.66,Full-time,Midwest,Yes,4.0,1
10275,37,Female,Single,67342.35,Full-time,West,Yes,3.6,1
10276,62,Male,Married,59084.1,Contract,West,Yes,0.0,0
10277,57,Female,Single,81941.33,Contract,West,Yes,4.8,1
10278,54,Male,Married,73357.29,Full-time,Northeast,No,0.2,1
10279,25,Male,Married,48865.88,Part-time,Midwest,Yes,0.8,0
10280,54,Male,Single,70459.71,Contract,West,Yes,0.4,1
10281,35,Female,Single,70444.77,Full-time,Northeast,Yes,1.9,1
10282,42,Male,Married,80110.76,Full-time,South,Yes,6.4,1
10283,41,Female,Married,73780.39,Full-time,South,No,4.9,1
10284,29,Female,Single,74853.57,Part-time,Northeast,No,0.5,0
10285,28,Male,Single,58379.29,Full-time,South,No,6.4,0
10286,24,Female,Married,61854.41,Part-time,West,Yes,2.5,0
10287,38,Male,Married,61217.92,Full-time,Northeast,No,0.1,1
10288,54,Male,Single,41019.51,Full-time,Northeast,No,1.0,0
10289,33,Female,Married,84299.83,Full-time,South,Yes,6.2,1
10290,43,Female,Single,48212.57,Full-time,Midwest,No,5.3,0
10291,43,Female,Single,69030.82,Full-time,South,Yes,0.8,1
10292,51,Male,Single,60033.62,Full-time,West,No,0.2,1
10293,59,Male,Married,61423.42,Full-time,Midwest,Yes,1.4,1
10294,59,Male,Married,75163.14,Full-time,Midwest,Yes,6.3,1
10295,29,Female,Married,53295.24,Full-time,West,Yes,11.1,0
10296,48,Female,Married,71848.7,Full-time,Midwest,No,3.4,1
10297,48,Female,Married,71991.82,Full-time,Northeast,Yes,0.4,1
10298,55,Male,Single,53366.08,Full-time,Midwest,Yes,2.8,1
10299,42,Male,Single,78667.44,Part-time,Midwest,No,26.9,0
10300,51,Male,Widowed,85511.44,Full-time,South,No,11.2,1
10301,54,Male,Married,95370.87,Full-time,Northeast,Yes,20.0,1
10302,49,Male,Married,61069.51,Contract,West,Yes,4.8,1
10303,54,Female,Single,67866.84,Part-time,Northeast,No,2.2,0
10304,26,Female,Single,68782.83,Full-time,Midwest,No,8.9,0
10305,40,Female,Married,74986.57,Full-time,South,No,9.0,1
10306,25,Male,Single,91228.1,Part-time,West,No,0.6,0
10307,56,Male,Married,72302.41,Part-time,West,Yes,6.0,1
10308,38,Female,Married,72710.9,Full-time,Midwest,No,10.1,1
10309,49,Male,Single,48579.95,Full-time,Northeast,Yes,9.2,1
10310,51,Female,Single,95729.66,Full-time,South,Yes,4.9,1
10311,50,Female,Single,57869.86,Full-time,Northeast,Yes,3.1,1
10312,27,Male,Single,25105.64,Contract,Northeast,No,6.0,0
10313,56,Female,Married,30864.55,Full-time,West,Yes,2.9,1
10314,62,Male,Single,69876.15,Full-time,Northeast,No,1.5,1
10315,58,Female,Single,45903.3,Contract,Northeast,Yes,1.2,0
10316,45,Female,Divorced,65806.78,Full-time,West,No,3.1,1
10317,50,Male,Married,42578.79,Full-time,West,Yes,2.4,1
10318,52,Male,Single,69575.62,Full-time,Northeast,No,3.0,1
10319,56,Female,Married,73464.13,Full-time,West,No,1.2,1
10320,54,Female,Divorced,67637.55,Part-time,South,Yes,3.6,1
10321,42,Male,Single,54554.99,Full-time,South,No,4.3,0
10322,53,Female,Married,78178.43,Full-time,Northeast,No,6.6,1
10323,44,Male,Married,59009.55,Full-time,Midwest,Yes,3.6,1
10324,54,Male,Single,62174.66,Part-time,West,Yes,5.6,1
10325,24,Male,Married,57354.55,Full-time,Midwest,No,0.7,0
10326,39,Male,Widowed,60981.26,Full-time,West,Yes,0.5,1
10327,46,Male,Divorced,93068.73,Part-time,West,Yes,0.8,1
10328,63,Other,Single,64925.73,Contract,Northeast,No,7.5,0
10329,52,Male,Single,45955.6,Part-time,South,Yes,3.2,0
10330,24,Male,Widowed,50611.25,Full-time,Midwest,No,2.4,0
10331,61,Male,Married,60857.24,Full-time,South,Yes,5.7,1
10332,45,Female,Single,53080.4,Full-time,South,Yes,0.5,1
10333,53,Female,Married,79244.89,Part-time,Midwest,No,0.0,0
10334,43,Male,Single,43745.88,Part-time,West,No,1.5,0
10335,44,Male,Single,63214.0,Contract,Midwest,Yes,1.1,1
10336,23,Male,Divorced,80159.55,Part-time,South,Yes,1.5,0
10337,48,Male,Single,55548.59,Full-time,Midwest,Yes,14.5,1
10338,63,Male,Single,71585.88,Part-time,Northeast,No,3.4,0
10339,23,Male,Single,64395.03,Part-time,West,Yes,3.6,0
10340,47,Male,Married,64526.68,Part-time,West,Yes,4.3,1
10341,38,Female,Single,72678.4,Contract,Midwest,No,2.0,0
10342,61,Male,Married,37117.07,Full-time,West,No,15.4,0
10343,54,Female,Married,83050.43,Full-time,West,No,14.5,1
10344,30,Female,Married,36545.19,Full-time,South,Yes,5.9,0
10345,64,Female,Single,82038.74,Full-time,South,Yes,1.0,1
10346,60,Male,Married,71510.18,Full-time,West,Yes,8.5,1
10347,50,Male,Single,72097.11,Contract,West,No,0.4,0
10348,63,Male,Married,89218.47,Contract,South,Yes,4.0,1
10349,47,Female,Married,82751.78,Part-time,West,Yes,2.4,1
10350,56,Male,Single,77212.63,Full-time,West,Yes,0.2,1
10351,46,Female,Married,60582.06,Full-time,South,No,9.4,1
10352,45,Female,Single,59589.29,Full-time,South,No,13.0,0
10353,34,Male,Single,77622.15,Full-time,South,No,9.5,1
10354,28,Female,Single,71792.71,Full-time,Northeast,Yes,0.9,1
10355,57,Male,Married,69517.59,Part-time,South,No,1.6,0
10356,41,Male,Single,64145.81,Full-time,West,Yes,12.5,1
10357,22,Male,Single,58882.9,Full-time,South,Yes,0.5,0
10358,29,Male,Single,44150.01,Full-time,Northeast,No,3.5,0
10359,37,Female,Married,74653.36,Contract,South,Yes,2.7,1
10360,35,Male,Married,62274.76,Part-time,South,Yes,0.7,1
10361,33,Male,Single,61299.76,Contract,Northeast,No,8.7,0
10362,44,Female,Single,37811.61,Part-time,Midwest,Yes,0.6,0
10363,36,Female,Married,66390.52,Full-time,Midwest,Yes,3.6,1
10364,49,Male,Married,44549.38,Contract,South,No,1.5,0
10365,55,Female,Married,58480.55,Full-time,Midwest,Yes,2.2,1
10366,23,Female,Divorced,76890.54,Full-time,Midwest,Yes,0.9,1
10367,53,Male,Single,65949.16,Full-time,West,No,3.9,1
10368,44,Male,Widowed,63419.3,Part-time,West,Yes,17.9,1
10369,43,Male,Single,54100.75,Contract,West,Yes,7.2,0
10370,46,Female,Widowed,56786.88,Full-time,Northeast,Yes,4.6,1
10371,43,Female,Single,88780.45,Full-time,Midwest,Yes,5.6,1
10372,43,Female,Married,76696.04,Part-time,South,No,7.3,0
10373,63,Female,Single,58068.53,Full-time,Northeast,No,2.6,0
10374,27,Male,Single,63417.06,Part-time,Midwest,Yes,3.3,0
10375,36,Male,Married,68710.0,Full-time,South,Yes,9.0,1
10376,64,Male,Married,71571.25,Full-time,Northeast,Yes,4.8,1
10377,58,Female,Widowed,64635.26,Full-time,West,Yes,0.6,1
10378,54,Female,Married,38444.32,Full-time,South,No,6.0,0
10379,29,Male,Married,64527.81,Part-time,West,Yes,0.1,0
10380,26,Female,Single,63612.65,Contract,Midwest,No,7.5,0
10381,60,Male,Widowed,95859.49,Full-time,South,Yes,6.2,1
10382,25,Male,Married,105376.3,Part-time,West,No,7.1,0
10383,27,Male,Married,74632.47,Part-time,West,Yes,0.1,0
10384,53,Male,Married,54843.08,Full-time,Midwest,No,14.4,0
10385,51,Male,Married,75185.24,Full-time,Midwest,No,3.8,1
10386,56,Male,Divorced,39522.61,Full-time,Midwest,Yes,6.4,1
10387,61,Male,Single,57009.78,Full-time,Midwest,No,3.3,0
10388,37,Male,Single,40604.23,Full-time,Midwest,No,1.7,0
10389,34,Female,Single,73258.29,Contract,Northeast,Yes,1.4,1
10390,63,Male,Married,46839.93,Full-time,West,Yes,0.3,1
10391,51,Other,Single,60695.15,Full-time,Midwest,Yes,3.1,1
10392,40,Male,Single,64337.96,Full-time,West,Yes,0.6,1
10393,38,Male,Single,64566.06,Full-time,Northeast,Yes,3.4,1
10394,40,Male,Married,57906.94,Full-time,South,Yes,3.9,1
10395,49,Male,Married,70050.74,Full-time,West,No,2.3,1
10396,47,Female,Single,46186.44,Full-time,West,No,0.7,0
10397,58,Male,Widowed,91089.19,Full-time,West,Yes,2.3,1
10398,47,Female,Widowed,49489.03,Full-time,South,Yes,8.4,1
10399,44,Female,Single,65595.46,Full-time,Northeast,No,2.5,1
10400,30,Female,Married,74374.45,Full-time,West,Yes,1.7,1
10401,33,Female,Married,75240.74,Full-time,Northeast,No,4.0,1
10402,22,Female,Single,76630.41,Full-time,West,Yes,3.9,1
10403,22,Male,Single,41108.5,Full-time,West,No,0.4,0
10404,55,Female,Married,51239.12,Full-time,West,Yes,1.1,1
10405,53,Male,Married,67037.87,Full-time,South,No,2.7,1
10406,46,Male,Single,72217.5,Full-time,Northeast,Yes,1.8,1
10407,61,Male,Married,83856.92,Part-time,Northeast,Yes,1.5,1
10408,22,Female,Married,57289.72,Full-time,Midwest,Yes,2.4,0
10409,37,Female,Married,51425.09,Full-time,West,Yes,1.4,1
10410,60,Male,Single,56797.55,Full-time,South,Yes,1.7,1
10411,26,Female,Married,98891.48,Contract,West,Yes,5.9,0
10412,43,Male,Single,87506.42,Contract,Northeast,Yes,2.9,1
